lat,lon,grnd,gebco,uncertainty,tid_flag
60.61686666666667,-36.64054333333333,2986.716742748434,2984.0,335.2,9998
52.006463333333336,-39.55970833333333,3515.029349522394,3564.0,2751.9,9998
28.69261,-16.809335,3083.197562299758,3045.0,1101.0,9998
52.67321166666667,-28.622096666666668,3579.153665878258,3598.0,2039.2,9998
56.804498333333335,-35.94321166666667,2668.9514758602218,2528.0,460.6,9998
56.85548166666667,-35.62170833333333,2869.4019623271433,2868.0,574.2,9998
28.709205,-16.73102,2848.127123206006,2853.0,1072.0,9998
28.6983,-16.732696666666666,2786.3824967329583,2816.0,1068.1,9998
59.05016,-35.1372,2480.5694308448997,2497.0,548.4,9998
60.72166333333333,-37.161096666666666,2952.5093536238733,2938.0,734.2,9998
28.702371666666668,-16.71325,2763.8346823278025,2734.0,1073.6,9998
52.03896666666667,-38.912396666666666,3669.9815182474317,2818.0,3323.2,9998
56.89994166666666,-35.81741666666667,2092.912661036392,2331.0,345.5,9998
52.99431833333333,-28.808116666666667,3328.4417243413795,3318.0,2826.3,-1
56.700268333333334,-35.86821333333333,2371.3579401280795,2453.0,487.1,9998
28.67577,-16.693951666666667,2699.1273616008084,2648.0,1113.9,9998
28.67676,-16.688163333333332,2642.2421918107752,2618.0,1094.3,9998
28.652351666666668,-16.664876666666668,2600.0641396181454,2609.0,1116.2,9998
60.15524,-35.48873666666667,3006.3575842464925,2989.0,1058.2,9998
58.68013166666667,-36.23329833333333,3136.5713924804695,3164.0,415.3,9998
52.14373666666667,-38.54750833333333,3497.4365583240838,3512.0,2530.8,9998
28.64754,-16.661283333333333,2555.9112284157804,2565.0,1102.2,9998
53.135508333333334,-29.104346666666668,3378.154037012865,3379.0,2859.3,-1
56.94225333333333,-36.13148666666667,2461.419271323907,2378.0,295.0,9998
56.56213666666667,-35.781565,2432.118046592202,2314.0,558.5,9998
44.96342666666666,-18.376155,3726.9420099305003,4323.0,532.2,9998
60.12130166666667,-35.93771,3052.257838533388,3051.0,1098.3,9998
58.352615,-36.600361666666664,3194.2376129822214,3078.0,310.5,9998
52.27684166666667,-38.174145,3599.74674818853,3721.0,1813.6,9998
56.959451666666666,-36.188345,2351.7118849748585,2372.0,288.7,9998
53.01898,-28.13915,3378.188940004955,3477.0,1901.3,-1
56.59159,-35.95571666666667,2429.1737064678255,2463.0,522.6,9998
58.14755,-35.78256,2422.9809049287505,2587.0,682.4,9998
60.21601833333333,-35.356165,3041.495035144385,2934.0,994.4,9998
52.3513,-37.32210833333333,3852.9600431214444,3877.0,2238.5,-1
53.07734833333333,-27.910185,3490.3210993947005,3508.0,1863.8,-1
56.494463333333336,-35.745755,2310.6495232099396,2291.0,588.0,9998
57.13547166666667,-36.56165,2800.906203688758,2799.0,471.2,9998
59.78354,-35.42996,2917.5621633687515,2780.0,899.4,9998
52.691655,-36.733223333333335,3395.8454317197584,3358.0,862.7,9998
53.11785166666667,-27.806558333333335,3541.0007902657367,3522.0,2025.2,-1
56.75378166666667,-35.55661333333333,2456.5621127798786,2466.0,562.8,9998
57.17460333333333,-36.75492333333333,2775.4754583080044,2773.0,502.3,-1
58.57433833333333,-35.63300666666667,2444.4389270952975,2811.0,639.2,9998
59.6175,-35.47998,2806.1981020854128,2611.0,586.0,9998
52.74915166666667,-37.479435,3834.3280915038204,3868.0,1464.4,9998
53.074261666666665,-27.535833333333333,3647.235816855035,3680.0,3010.3,-1
57.569425,-36.610553333333336,2608.1193126092053,2608.0,559.8,-1
56.82082,-35.69006,2802.9360071500396,2840.0,547.4,9998
59.456155,-34.60415833333333,2373.754866477611,2496.0,76.0,-1
58.66180333333333,-36.067978333333336,3041.8772597151205,3063.0,448.5,9998
52.791755,-37.218898333333335,3795.371095208184,3750.0,1101.1,9998
53.70686166666667,-27.867063333333334,3497.926082051843,3470.0,2321.7,-1
56.88933,-35.76668,2231.1821999811596,2817.0,389.5,9998
56.96802,-36.92255,2573.0192689072733,2812.0,390.9,9998
59.102795,-34.709968333333336,2481.5377831373635,2322.0,239.8,9998
58.996725,-36.476726666666664,3089.635320729661,3048.0,440.1,9998
52.93713833333333,-37.111286666666665,3865.4126953297887,3846.0,862.2,9998
53.830065,-28.268573333333332,3290.1435071972796,3261.0,1076.4,-1
57.235371666666666,-37.73947666666667,2946.5094255680583,2944.0,454.9,9998
56.83649333333334,-35.899485,2886.9992963092614,2814.0,476.8,9998
50.05390833333333,-48.52166166666667,2239.3924778997734,2241.0,3062.2,9998
59.15549,-34.850135,2375.771655661191,2379.0,338.0,9998
